name,dice_disc,dice_cup,iou_disc,iou_cup,pred_vcdr,gt_vcdr,pred_hcdr,gt_hcdr,pred_acdr,gt_acdr,disc_detected,cup_detected,overall_dice,abs_vcdr_error,source
G1020-406,0.9544150462123641,0.8369987062847996,0.9128048780302276,0.7196885427453072,0.3671,0.3882,0.3973,0.4459,0.1472,0.1799,True,True,0.8957068762485818,0.021100000000000008,G1020
ORIGA-551,0.9692095010560612,0.806848112343861,0.9402584735201108,0.6762325238648835,0.4521,0.5513,0.5224,0.6029,0.2399,0.3299,True,True,0.8880288066999611,0.09920000000000001,ORIGA
REFUGE1-val-7,0.96661409041842,0.9278074865689968,0.9353853980937323,0.8653366582462174,0.4286,0.3766,0.5,0.4918,0.2062,0.1866,True,True,0.9472107884937084,0.05199999999999999,REFUGE1-val
ORIGA-386,0.9851234751415483,0.9337390128149514,0.9706830841110912,0.8757133797795996,0.6087,0.6812,0.6613,0.6935,0.4158,0.4637,True,True,0.9594312439782499,0.07250000000000001,ORIGA
PAPILA-113,0.9009408840679838,0.4367816091236812,0.8197383298203886,0.27941176464718237,0.2667,0.1183,0.3467,0.1928,0.0908,0.0221,True,True,0.6688612465958325,0.14839999999999998,PAPILA
REFUGE1-train-315,0.9739866908552733,0.9004659042397093,0.9492924528115312,0.818952234143378,0.4824,0.4235,0.5405,0.4933,0.2644,0.2123,True,True,0.9372262975474913,0.05890000000000001,REFUGE1-train
G1020-25,0.9412544755212671,0.8853820597271277,0.8890280560899543,0.7943368106118723,0.3733,0.3733,0.4394,0.4262,0.1673,0.1515,True,True,0.9133182676241973,0.0,G1020
DRISHTI-GS1-train-40,0.9869753979674584,0.7752973085669174,0.9742857142730612,0.6330494037370861,0.6765,0.8932,0.734,0.871,0.4942,0.7648,True,True,0.8811363532671879,0.2167,DRISHTI-GS1-train
ORIGA-621,0.9795634920537741,0.8863705972299177,0.9599455570491942,0.7959295929374057,0.7468,0.85,0.8025,0.8125,0.5999,0.6956,True,True,0.9329670446418459,0.10319999999999996,ORIGA
PAPILA-436,0.9352452830118094,0.9419007310141632,0.8783668840249735,0.8901818181170776,0.4343,0.4021,0.4396,0.4458,0.1942,0.1983,True,True,0.9385730070129863,0.032200000000000006,PAPILA
REFUGE1-train-142,0.970463301383281,0.9074446679776176,0.9426213778364494,0.8305709023431203,0.5059,0.5341,0.5405,0.6,0.2727,0.3156,True,True,0.9389539846804493,0.028200000000000003,REFUGE1-train
PAPILA-462,0.9762217708150542,0.9361398501271445,0.9535480858898978,0.8799463446760599,0.4,0.3571,0.4375,0.4316,0.1783,0.1569,True,True,0.9561808104710994,0.04290000000000005,PAPILA
G1020-956,0.8399562522683198,0.8587360594396499,0.7240729101042516,0.7524429966813971,0.4778,0.5211,0.5294,0.5161,0.2573,0.2674,True,True,0.8493461558539849,0.043300000000000005,G1020
ORIGA-119,0.9470457079020758,0.8520179371849973,0.8994176812890573,0.7421874999472878,0.5479,0.6176,0.5846,0.6094,0.3173,0.3687,True,True,0.8995318225435365,0.06969999999999998,ORIGA
ORIGA-578,0.9383351315383986,0.9525662127644386,0.8838336460149495,0.9094285714025878,0.6989,0.7674,0.7907,0.7412,0.5462,0.564,True,True,0.9454506721514186,0.0685,ORIGA
G1020-59,0.9412124299445622,0.6949671772124741,0.8889530407835075,0.5325285043237741,0.5059,0.4625,0.5325,0.4521,0.2618,0.2009,True,True,0.8180898035785182,0.043399999999999994,G1020
G1020-175,0.9406629381947802,0.8675078863669158,0.8879732165622464,0.7660167129852344,0.4167,0.3768,0.4688,0.403,0.1948,0.1513,True,True,0.9040854122808479,0.03989999999999999,G1020
G1020-899,0.9784346983162292,0.7630685674974156,0.9577798861252899,0.6169045004811301,0.3875,0.4125,0.4545,0.4328,0.1813,0.1756,True,True,0.8707516329068223,0.024999999999999967,G1020
ORIGA-616,0.9574152300381616,0.6745562129778369,0.9183092422050305,0.5089285713831313,0.4744,0.2763,0.5067,0.507,0.2409,0.1407,True,True,0.8159857215079993,0.1981,ORIGA
REFUGE1-val-382,0.9464309450891076,0.8879227052711149,0.8983093615720841,0.7984361424154268,0.4557,0.5125,0.5161,0.6167,0.2425,0.309,True,True,0.9171768251801113,0.05679999999999996,REFUGE1-val
PAPILA-49,0.9513189176896223,0.8943243243122388,0.9071575083568265,0.8088486922315119,0.6893,0.6852,0.5905,0.6195,0.4055,0.4311,True,True,0.9228216210009306,0.0040999999999999925,PAPILA
REFUGE1-val-349,0.9693877550893591,0.9370629370083297,0.9405940593820616,0.8815789472717567,0.4545,0.4865,0.5156,0.4615,0.2264,0.2225,True,True,0.9532253460488445,0.03199999999999997,REFUGE1-val
PAPILA-206,0.9689131281576243,0.9274193547452199,0.9397007707278269,0.864661653972808,0.2737,0.2553,0.2955,0.2791,0.0786,0.076,True,True,0.948166241451422,0.018399999999999972,PAPILA
PAPILA-316,0.9450259863776808,0.8576923076510725,0.8957812933542079,0.7508417507785486,0.404,0.3723,0.4194,0.3563,0.1645,0.1386,True,True,0.9013591470143767,0.031700000000000006,PAPILA
G1020-547,0.9505874778613344,0.9438013049685582,0.9058282208450027,0.8935831008013718,0.617,0.6067,0.6437,0.6429,0.3903,0.3738,True,True,0.9471943914149463,0.010299999999999976,G1020
REFUGE1-train-107,0.9781516532190891,0.9008746355247389,0.9572375943069463,0.8196286471423847,0.4375,0.4815,0.5075,0.5441,0.2217,0.2584,True,True,0.939513144371914,0.043999999999999984,REFUGE1-train
ORIGA-65,0.9688780595750484,0.9205965336186781,0.9396348012687512,0.8528752799960511,0.5,0.5333,0.5263,0.5263,0.2621,0.2876,True,True,0.9447372965968632,0.033299999999999996,ORIGA
PAPILA-174,0.9708424084804971,0.5189340812736418,0.9433369743180866,0.35037878781242826,0.1649,0.2551,0.1702,0.2979,0.0256,0.0754,True,True,0.7448882448770695,0.0902,PAPILA
DRISHTI-GS1-test-10,0.9677885608044198,0.9638790438054152,0.9375875174941228,0.9302765647608402,0.8103,0.8632,0.8365,0.8056,0.6782,0.6906,True,True,0.9658338023049176,0.05289999999999995,DRISHTI-GS1-test
REFUGE1-train-194,0.9680063458359598,0.8494749124358533,0.9379964129915963,0.7383367139210613,0.4384,0.4366,0.5224,0.5152,0.2339,0.2191,True,True,0.9087406291359066,0.0018000000000000238,REFUGE1-train
REFUGE1-train-64,0.9477880658314328,0.912641315472115,0.9007577609166278,0.839319470620102,0.4932,0.473,0.5294,0.5075,0.2597,0.2408,True,True,0.9302146906517739,0.02020000000000005,REFUGE1-train
REFUGE1-train-38,0.9749999999894935,0.9327776770985183,0.9512195121751216,0.8740237690704916,0.8025,0.7654,0.7639,0.7568,0.6085,0.5812,True,True,0.9538888385440059,0.03710000000000002,REFUGE1-train
G1020-37,0.9731578947283056,0.8697696285439696,0.9477191183846281,0.7695507486880573,0.4706,0.407,0.4643,0.4235,0.2137,0.1602,True,True,0.9214637616361376,0.06360000000000005,G1020
ORIGA-501,0.9761880839849674,0.8849445324600652,0.9534838076358492,0.7936327458332215,0.5732,0.4824,0.6184,0.5921,0.3526,0.2826,True,True,0.9305663082225163,0.09080000000000005,ORIGA
G1020-52,0.9797414978368343,0.8171679621217585,0.9602875112136516,0.6908571428176653,0.5833,0.4941,0.561,0.4512,0.321,0.2216,True,True,0.8984547299792964,0.08920000000000006,G1020
REFUGE1-val-224,0.9735891020204467,0.9229195088361897,0.9485373780977151,0.8568714375644793,0.5169,0.4731,0.5789,0.5467,0.294,0.2504,True,True,0.9482543054283181,0.043800000000000006,REFUGE1-val
ORIGA-650,0.9538268244063047,0.8786343024572251,0.9117293834885563,0.7835394861663397,0.5732,0.6118,0.6133,0.7183,0.3432,0.4426,True,True,0.9162305634317649,0.03859999999999997,ORIGA
ORIGA-169,0.9828422671756851,0.9112875388018196,0.9662633782930139,0.8370323398327817,0.5385,0.6154,0.5797,0.6087,0.3108,0.3751,True,True,0.9470649029887523,0.07689999999999997,ORIGA
ORIGA-476,0.9728088336649716,0.9003389829898075,0.9470572426512481,0.8187422933639036,0.4384,0.4085,0.4923,0.4603,0.2171,0.1893,True,True,0.9365739083273896,0.029900000000000038,ORIGA
G1020-225,0.9687303252783973,0.8722786646998448,0.9393569393378235,0.7734877734379995,0.5904,0.6024,0.5556,0.4384,0.3221,0.2576,True,True,0.920504494989121,0.01200000000000001,G1020
REFUGE1-train-122,0.9470578593517939,0.8604651162076025,0.8994396014663936,0.7551020407062534,0.4462,0.4127,0.4754,0.4167,0.2176,0.1764,True,True,0.9037614877796982,0.033499999999999974,REFUGE1-train
PAPILA-256,0.9843290891234852,0.8288447909137342,0.9691417550533351,0.7077155824294187,0.4779,0.5752,0.4741,0.5739,0.2267,0.3272,True,True,0.9065869400186097,0.09730000000000005,PAPILA
PAPILA-165,0.9454222509208345,0.33527696788115496,0.8964936456760605,0.20140105075281944,0.2872,0.1573,0.3218,0.119,0.0885,0.0194,True,True,0.6403496094009947,0.12990000000000002,PAPILA
REFUGE1-train-24,0.97476066143413,0.8569767441694385,0.950764006770994,0.7497456764750849,0.7875,0.7,0.7973,0.6986,0.6353,0.4868,True,True,0.9158687028017842,0.08750000000000002,REFUGE1-train
REFUGE1-val-361,0.9589509692041148,0.9211544183004715,0.9211391018451782,0.8538334252149016,0.5116,0.5393,0.5921,0.6316,0.3069,0.3308,True,True,0.9400526937522932,0.027699999999999947,REFUGE1-val
ORIGA-613,0.9842602308384719,0.9382495077691382,0.9690082644405645,0.88368172620082,0.7692,0.8,0.8,0.8696,0.6151,0.6872,True,True,0.961254869303805,0.03080000000000005,ORIGA
G1020-249,0.9606519801227473,0.8456221197182463,0.924283263883257,0.732534929993506,0.3333,0.3462,0.375,0.2727,0.1291,0.0934,True,True,0.9031370499204968,0.012900000000000023,G1020
ORIGA-365,0.917694949740266,0.9073426573030008,0.8479078514140126,0.830399999933568,0.4744,0.5753,0.5286,0.5625,0.2543,0.3343,True,True,0.9125188035216334,0.10090000000000005,ORIGA
DRISHTI-GS1-train-7,0.9798250312356737,0.6571042861853341,0.9604480223843114,0.48931892434055496,0.6092,0.9091,0.5679,0.7711,0.3536,0.6986,True,True,0.8184646587105039,0.29990000000000006,DRISHTI-GS1-train
REFUGE1-val-205,0.9700233860040391,0.8497459472332508,0.9417916609200249,0.7387463188582775,0.5714,0.451,0.6044,0.5275,0.3435,0.2442,True,True,0.909884666618645,0.12040000000000001,REFUGE1-val
REFUGE1-train-220,0.9440514469331955,0.8478676002006449,0.8940316686749322,0.7359116021286286,0.4853,0.3803,0.4789,0.4306,0.2302,0.1755,True,True,0.8959595235669202,0.10499999999999998,REFUGE1-train
G1020-741,0.9217017424652443,0.794386821183991,0.854774396624244,0.6589068825244022,0.4691,0.375,0.5312,0.3881,0.2421,0.1369,True,True,0.8580442818246177,0.09410000000000002,G1020
PAPILA-471,0.95558051669072,0.9400792129686971,0.9149393820794394,0.8869334618879717,0.6,0.5785,0.6759,0.6765,0.4034,0.3955,True,True,0.9478298648297085,0.021499999999999964,PAPILA
ORIGA-388,0.9556856187211062,0.8940250798895003,0.9151321056698938,0.8083592707510735,0.5604,0.5227,0.6364,0.6024,0.3585,0.3199,True,True,0.9248553493053033,0.037699999999999956,ORIGA
PAPILA-122,0.9814439586169273,0.8879078694647234,0.9635640246993659,0.7984121504729579,0.4636,0.5398,0.5648,0.5229,0.2599,0.2957,True,True,0.9346759140408254,0.07619999999999993,PAPILA
PAPILA-246,0.9178418148304885,0.8658270360895747,0.8481586402146153,0.7633994669599231,0.6774,0.7553,0.6556,0.6292,0.4433,0.4695,True,True,0.8918344254600317,0.07789999999999997,PAPILA
REFUGE1-train-10,0.9460353679298797,0.8615298715560712,0.8975968824226543,0.7567435016794142,0.5897,0.6316,0.6316,0.7101,0.3767,0.4443,True,True,0.9037826197429755,0.04190000000000005,REFUGE1-train
G1020-963,0.9542743538661996,0.8552292632222962,0.9125475284978338,0.7470747074035036,0.4699,0.4198,0.4932,0.4783,0.2357,0.1912,True,True,0.9047518085442479,0.05009999999999998,G1020
G1020-887,0.9247067725893926,0.7862873814160257,0.859957776183675,0.6478365383836735,0.4211,0.4559,0.5957,0.5957,0.2512,0.2686,True,True,0.8554970770027092,0.03480000000000005,G1020
REFUGE1-train-74,0.9616067768689492,0.8518518517974552,0.9260526315545776,0.7419354837884388,0.4167,0.4444,0.4844,0.5077,0.207,0.2209,True,True,0.9067293143332023,0.027700000000000002,REFUGE1-train
G1020-276,0.8475766799145967,0.575516693072255,0.7354733847730406,0.40401785705267457,0.4068,0.2941,0.4528,0.3333,0.1834,0.099,True,True,0.7115466864934259,0.11270000000000002,G1020
PAPILA-301,0.954477833972303,0.19452887535037555,0.9129197495627441,0.10774410772596901,0.243,0.1143,0.2718,0.1089,0.0666,0.0104,True,True,0.5745033546613393,0.12869999999999998,PAPILA
G1020-810,0.9473325379078348,0.761706555591914,0.8999352331314788,0.6151260503167856,0.4688,0.3667,0.4483,0.3279,0.2053,0.1234,True,True,0.8545195467498744,0.10209999999999997,G1020
ORIGA-63,0.9474442044500008,0.9463307776042534,0.9001367988809812,0.8981288980355375,0.4667,0.5352,0.5079,0.5254,0.2468,0.2809,True,True,0.9468874910271271,0.0685,ORIGA
REFUGE1-val-338,0.9455328309908984,0.882772680892825,0.896692527543963,0.7901459853293662,0.4304,0.45,0.493,0.4615,0.2163,0.2065,True,True,0.9141527559418616,0.019600000000000006,REFUGE1-val
REFUGE1-val-27,0.945937334031376,0.9496717723769326,0.8974203949839294,0.9041666665724827,0.4091,0.3864,0.5077,0.4648,0.2119,0.178,True,True,0.9478045532041544,0.022699999999999998,REFUGE1-val
REFUGE1-val-340,0.933297687462461,0.8839160838542716,0.8749373433364678,0.7919799497754412,0.4026,0.4,0.4697,0.5085,0.19,0.1925,True,True,0.9086068856583662,0.002599999999999991,REFUGE1-val
G1020-628,0.9240522706569537,0.8045612923406854,0.858826358805704,0.6730259671079477,0.6118,0.5222,0.75,0.6462,0.4823,0.3376,True,True,0.8643067814988196,0.08960000000000001,G1020
REFUGE1-val-342,0.9657010840504202,0.9114463758459914,0.9336769759289747,0.8373003916590148,0.7204,0.734,0.7467,0.7564,0.5324,0.5507,True,True,0.9385737299482058,0.013599999999999945,REFUGE1-val
G1020-743,0.9680539932399543,0.9235917456261242,0.9380858948999764,0.8580310879939864,0.4286,0.4359,0.4507,0.4533,0.197,0.2061,True,True,0.9458228694330393,0.007300000000000029,G1020
G1020-732,0.9250132954985816,0.8830845770045915,0.8604881266206963,0.790645879556649,0.3385,0.4107,0.3898,0.4068,0.1316,0.1549,True,True,0.9040489362515866,0.07219999999999999,G1020
G1020-908,0.9570403804226885,0.9018534119439374,0.9176197836025097,0.8212504794468258,0.5652,0.6047,0.5955,0.6932,0.3402,0.428,True,True,0.9294468961833129,0.03949999999999998,G1020
ORIGA-223,0.9329818232144723,0.8775409022866861,0.8743823146716676,0.7818021200722789,0.4789,0.5312,0.5217,0.5821,0.2497,0.3144,True,True,0.9052613627505792,0.05230000000000001,ORIGA
ORIGA-598,0.9442320665511105,0.9397513547676203,0.8943556975315367,0.8863499698805561,0.5479,0.557,0.6757,0.6216,0.3687,0.3381,True,True,0.9419917106593654,0.009099999999999997,ORIGA
G1020-617,0.9667982770911091,0.9569324812182014,0.9357304151305241,0.9174214171061575,0.5652,0.5699,0.5714,0.5658,0.3206,0.3253,True,True,0.9618653791546552,0.0046999999999999265,G1020
DRISHTI-GS1-train-47,0.9698592411186515,0.9192546583602687,0.9414822515826307,0.8505747126011707,0.5263,0.5104,0.5402,0.5455,0.2876,0.2792,True,True,0.9445569497394601,0.015900000000000025,DRISHTI-GS1-train
REFUGE1-train-251,0.9508918740260857,0.9579158316153349,0.9063811922563733,0.9192307691423816,0.4675,0.4375,0.5,0.4667,0.2298,0.2106,True,True,0.9544038528207103,0.030000000000000027,REFUGE1-train
REFUGE1-val-263,0.9644929217804072,0.9463414633684712,0.9314208874735227,0.8981481480649862,0.4684,0.4875,0.5147,0.493,0.2451,0.231,True,True,0.9554171925744392,0.019100000000000006,REFUGE1-val
PAPILA-47,0.9778546712735096,0.3783783783272462,0.9566689234806138,0.23333333329444444,0.1489,0.2872,0.1735,0.2647,0.0272,0.0749,True,True,0.6781165248003779,0.1383,PAPILA
REFUGE1-val-395,0.9507552498962206,0.9121951219067223,0.9061329587802872,0.838565022346317,0.4684,0.443,0.5373,0.5469,0.2482,0.2555,True,True,0.9314751859014714,0.025399999999999978,REFUGE1-val
ORIGA-360,0.9016281296907699,0.8492101483557104,0.8208769307219512,0.7379367719851966,0.4795,0.5538,0.5571,0.5692,0.2603,0.3168,True,True,0.8754191390232402,0.07429999999999998,ORIGA
REFUGE1-train-133,0.9725149375233838,0.8912399491793805,0.9465003171717805,0.8038167938317696,0.5062,0.4938,0.5556,0.4861,0.2793,0.2344,True,True,0.9318774433513821,0.012399999999999967,REFUGE1-train
G1020-117,0.9281308661715187,0.9212384573100902,0.8658994245467626,0.853977844828401,0.4444,0.5128,0.5082,0.5161,0.2223,0.2727,True,True,0.9246846617408044,0.06840000000000002,G1020
PAPILA-50,0.9588519176977467,0.06896551722308607,0.9209563308011592,0.035714285704474096,0.1667,0.1188,0.1875,0.1633,0.0316,0.0166,True,True,0.5139087174604163,0.047899999999999984,PAPILA
REFUGE1-val-250,0.9237629459015569,0.9449966864847583,0.8583266506052305,0.8957286431035517,0.4177,0.378,0.5085,0.5882,0.2162,0.218,True,True,0.9343798161931576,0.03970000000000001,REFUGE1-val
G1020-966,0.9559272727133683,0.6070038909915365,0.915575369158106,0.4357541898832746,0.4366,0.3433,0.4531,0.3065,0.1998,0.0948,True,True,0.7814655818524524,0.0933,G1020
G1020-255,0.9802235597487078,0.796938775469544,0.9612141652411211,0.6624257845070037,0.4756,0.4051,0.5342,0.4583,0.2524,0.1686,True,True,0.8885811676091259,0.07050000000000001,G1020
ORIGA-572,0.9572212757812112,0.9249198582600824,0.9179524414427672,0.860326428096035,0.7263,0.7143,0.7867,0.75,0.579,0.5414,True,True,0.9410705670206467,0.0119999999999999,ORIGA
PAPILA-150,0.9476070202645709,0.9124741557232091,0.900430769219687,0.8390367553333943,0.463,0.4528,0.4255,0.4176,0.1988,0.1765,True,True,0.93004058799389,0.010200000000000042,PAPILA
REFUGE1-train-228,0.9602498580215751,0.8723936613117269,0.9235390496743983,0.7736686389388064,0.4265,0.3824,0.4531,0.3824,0.195,0.1467,True,True,0.9163217596666511,0.04409999999999997,REFUGE1-train
REFUGE1-train-313,0.9243266353043573,0.8334680678725357,0.8593004769304591,0.7144837144342007,0.4634,0.5227,0.5072,0.527,0.2349,0.2906,True,True,0.8788973515884465,0.059300000000000075,REFUGE1-train
ORIGA-99,0.9823166265461721,0.9690251059351476,0.965247789410544,0.9399114483908974,0.5488,0.561,0.5946,0.5811,0.3251,0.3167,True,True,0.9756708662406599,0.0122000000000001,ORIGA
REFUGE1-train-254,0.8996365669471658,0.927821939557144,0.8175813007991602,0.8653618030328967,0.5172,0.5176,0.5732,0.5844,0.2935,0.2926,True,True,0.9137292532521548,0.00039999999999995595,REFUGE1-train
ORIGA-179,0.9831342234600241,0.9462626262243935,0.9668279198118677,0.8980061349004596,0.5395,0.5,0.5556,0.5714,0.2995,0.28,True,True,0.9646984248422088,0.03949999999999998,ORIGA
ORIGA-359,0.9659712149842019,0.8193456614217872,0.9341821320471692,0.693975903572652,0.5119,0.625,0.5652,0.5286,0.2988,0.3291,True,True,0.8926584382029945,0.11309999999999998,ORIGA
G1020-832,0.9299736895271202,0.9190751444791563,0.8691129184628502,0.8502673796286234,0.561,0.5432,0.5185,0.6301,0.2898,0.3433,True,True,0.9245244170031383,0.017800000000000038,G1020
ORIGA-24,0.9770525242123707,0.9544502617551192,0.9551345961923203,0.9128693039102218,0.6049,0.6125,0.6494,0.641,0.3882,0.3909,True,True,0.9657513929837449,0.007600000000000051,ORIGA
ORIGA-253,0.9340823969920838,0.7538185085016255,0.8763176387707585,0.6049026675843617,0.5333,0.4648,0.6176,0.473,0.3352,0.2222,True,True,0.8439504527468547,0.0685,ORIGA
ORIGA-20,0.9396305937654689,0.8399999999519999,0.8861351414335719,0.7241379309631392,0.4487,0.3973,0.507,0.5,0.2303,0.2018,True,True,0.8898152968587344,0.0514,ORIGA
ORIGA-303,0.9679144384890527,0.8757549611356448,0.9378238341713165,0.7789716039310075,0.5217,0.5072,0.5821,0.7031,0.3041,0.3491,True,True,0.9218346998123488,0.014500000000000068,ORIGA
REFUGE1-val-63,0.9594143810140898,0.9104258443131269,0.921994657151879,0.8355795147684919,0.4643,0.4886,0.5316,0.5185,0.2478,0.2566,True,True,0.9349201126636084,0.02429999999999999,REFUGE1-val
G1020-894,0.9709997455994531,0.8884435537148668,0.9436341161695023,0.799278846057779,0.44,0.4444,0.4559,0.403,0.2039,0.1762,True,True,0.92972164965716,0.004400000000000015,G1020
G1020-789,0.9611334001885515,0.810557184703193,0.9251749939433943,0.6814595660077456,0.4079,0.5195,0.4308,0.5075,0.1799,0.2455,True,True,0.8858452924458723,0.11159999999999998,G1020
REFUGE1-train-49,0.96902779076477,0.9520766772824965,0.9399165002552202,0.9085365853042996,0.5,0.4362,0.5616,0.5467,0.2807,0.2474,True,True,0.9605522340236332,0.06380000000000002,REFUGE1-train
G1020-69,0.9445614034977243,0.6808259586618981,0.8949468084908035,0.5161001788447137,0.4103,0.4337,0.4783,0.4462,0.1978,0.1987,True,True,0.8126936810798112,0.023399999999999976,G1020
G1020-465,0.9426751592247518,0.9129383312628211,0.8915662650407106,0.8398220243782178,0.4304,0.4267,0.4648,0.4384,0.1976,0.1852,True,True,0.9278067452437864,0.003699999999999981,G1020
G1020-10,0.9679580541659196,0.8226720647107147,0.9379057295812051,0.6987620356672954,0.4507,0.4143,0.4762,0.4098,0.2065,0.1519,True,True,0.8953150594383172,0.03639999999999999,G1020
PAPILA-104,0.9709187811321346,0.8987968859944234,0.9434811979177721,0.8161953726457333,0.2768,0.292,0.299,0.2828,0.0842,0.0795,True,True,0.934857833563279,0.015199999999999991,PAPILA
G1020-848,0.9748755916861891,0.8269370021124592,0.9509827136881132,0.7049382715179089,0.4321,0.3457,0.4394,0.4127,0.1928,0.1414,True,True,0.9009062968993242,0.08639999999999998,G1020
REFUGE1-val-64,0.899210868036168,0.8760539628635728,0.8168784028889859,0.7794448611568308,0.4471,0.4471,0.5135,0.5455,0.2276,0.2459,True,True,0.8876324154498705,0.0,REFUGE1-val
G1020-138,0.9632113431599615,0.8073770491389664,0.9290334503616886,0.6769759449590227,0.378,0.4458,0.4051,0.4762,0.1553,0.217,True,True,0.8852941961494639,0.06779999999999997,G1020
ORIGA-136,0.9722485447275993,0.7897286821322806,0.9459957850119601,0.6525220175618477,0.5493,0.4085,0.6119,0.5385,0.3336,0.2237,True,True,0.88098861342994,0.14080000000000004,ORIGA
REFUGE1-train-80,0.949538024153642,0.8360037699888783,0.9039242219011294,0.718218623423626,0.4699,0.44,0.5735,0.5441,0.2671,0.2343,True,True,0.8927708970712601,0.029899999999999982,REFUGE1-train
PAPILA-80,0.9542591481632103,0.9318497913337113,0.9125197189027318,0.8723958332576045,0.4021,0.4124,0.4111,0.3908,0.1649,0.1585,True,True,0.9430544697484609,0.010299999999999976,PAPILA
G1020-327,0.9592050209104684,0.6641914191145136,0.9216080401824802,0.4972205064547733,0.5802,0.3947,0.5385,0.4805,0.3131,0.1899,True,True,0.811698220012491,0.18550000000000005,G1020
G1020-802,0.9650705528456502,0.92649903283721,0.9324988824109858,0.8630630629853095,0.4667,0.4935,0.5135,0.4667,0.2467,0.2318,True,True,0.9457847928414301,0.02679999999999999,G1020
REFUGE1-val-387,0.9401434843030287,0.8900819440268415,0.8870478884443919,0.8019348268430786,0.6364,0.6707,0.5753,0.5844,0.3667,0.3898,True,True,0.9151127141649351,0.0343,REFUGE1-val
PAPILA-121,0.9431066686811898,0.8524590163649228,0.8923385555894885,0.7428571428138275,0.3879,0.3333,0.4324,0.4128,0.1622,0.1394,True,True,0.8977828425230563,0.05460000000000004,PAPILA
CRFO-v4-38,0.9511341147670705,0.4174153420582297,0.9068214803800633,0.2637554584922484,0.5,0.4348,0.5246,0.4426,0.2613,0.1801,True,True,0.6842747284126501,0.06519999999999998,CRFO-v4
G1020-795,0.9601178336623598,0.8394708616074555,0.9232948354560189,0.7233518175771194,0.5526,0.525,0.5972,0.5694,0.3391,0.2964,True,True,0.8997943476349077,0.027599999999999958,G1020
G1020-308,0.8955116047963919,0.9119999999778909,0.8107931316302405,0.8382352940802926,0.6129,0.5484,0.6098,0.6301,0.3731,0.3718,True,True,0.9037558023871415,0.0645,G1020
DRISHTI-GS1-test-27,0.9502271189624989,0.8892778993305722,0.9051740010881021,0.8006304176306638,0.7927,0.8471,0.7975,0.8272,0.6349,0.6884,True,True,0.9197525091465355,0.054400000000000004,DRISHTI-GS1-test
PAPILA-355,0.9673526924106718,0.782711198397536,0.9367696843842221,0.6429954809139448,0.3303,0.3717,0.3495,0.4381,0.1147,0.1718,True,True,0.8750319454041039,0.04139999999999999,PAPILA
REFUGE1-train-235,0.9486913708091644,0.906882591040666,0.9023909292358296,0.8296296295418382,0.4507,0.4861,0.4783,0.4714,0.2186,0.2293,True,True,0.9277869809249153,0.03539999999999999,REFUGE1-train
REFUGE1-train-367,0.9222140221266094,0.8567103934986523,0.8556559846383003,0.749338040534039,0.5072,0.5303,0.5821,0.541,0.2961,0.2884,True,True,0.8894622078126309,0.02310000000000001,REFUGE1-train
G1020-825,0.9658753709096451,0.8861386138175179,0.9340028694213158,0.7955555554848395,0.4684,0.425,0.4933,0.4487,0.2346,0.1943,True,True,0.9260069923635815,0.043399999999999994,G1020
G1020-649,0.9333200834648383,0.8611111110591116,0.8749767095048449,0.7560975608954298,0.4353,0.3587,0.4384,0.375,0.1938,0.1372,True,True,0.897215597261975,0.0766,G1020
ORIGA-1,0.9821319619891734,0.9566130160784357,0.9648912484849308,0.9168343393388051,0.7053,0.7158,0.7273,0.6753,0.5194,0.4771,True,True,0.9693724890338046,0.010499999999999954,ORIGA
PAPILA-46,0.9523691698567835,0.865663900392488,0.9090694378730624,0.7631458618763994,0.534,0.5046,0.4433,0.5,0.2401,0.2371,True,True,0.9090165351246358,0.02939999999999998,PAPILA
REFUGE1-val-200,0.924415043477589,0.9314173742043489,0.8594533029416981,0.8716381417027338,0.4026,0.3614,0.5156,0.4769,0.2062,0.1706,True,True,0.9279162088409689,0.041200000000000014,REFUGE1-val
REFUGE1-val-62,0.9183404192798953,0.8971962616177428,0.8490105719477091,0.813559321927828,0.4306,0.4412,0.4923,0.4655,0.2083,0.1988,True,True,0.907768340448819,0.010599999999999998,REFUGE1-val
PAPILA-308,0.9205560158250892,0.467787114780422,0.8528057308399658,0.3053016452823946,0.3023,0.1807,0.3103,0.2078,0.094,0.0331,True,True,0.6941715653027556,0.12160000000000001,PAPILA
G1020-828,0.8927221948267994,0.6628895183197041,0.806231453982011,0.4957627117593723,0.3803,0.2812,0.3833,0.3148,0.1411,0.0854,True,True,0.7778058565732517,0.09910000000000002,G1020
REFUGE1-val-333,0.9352331606107485,0.9344748106376531,0.8783454987640269,0.8770086526033987,0.5921,0.6049,0.6364,0.5556,0.3749,0.3424,True,True,0.9348539856242009,0.012800000000000034,REFUGE1-val
REFUGE1-train-18,0.9307966706191343,0.9387393767539175,0.8705516014041248,0.8845512178550367,0.7805,0.8846,0.8,0.8095,0.6168,0.7344,True,True,0.9347680236865259,0.10410000000000008,REFUGE1-train
REFUGE1-val-246,0.9687756778831995,0.8838763574867271,0.9394422310507453,0.7919161675461204,0.4079,0.3514,0.4516,0.4262,0.1777,0.1494,True,True,0.9263260176849633,0.056499999999999995,REFUGE1-val
